"Species"	"Status"	"MinT"	"MaxT"	"Trait"
"SP_077"	"extinct"	6.2000705	6.2240705	1
"SP_077"	"extinct"	6.451597	6.475597	1
"SP_077"	"extinct"	13.22723	13.25123	1
"SP_077"	"extinct"	13.452535	13.476535	1
"SP_078"	"extant"	0.003789	0.027789	1
"SP_078"	"extant"	0.0534905	0.0774905	1
"SP_078"	"extant"	0.089778	0.113778	1
"SP_078"	"extant"	0.129485	0.153485	1
"SP_078"	"extant"	0.1543055	0.1783055	1
"SP_078"	"extant"	0.174	0.198	1
"SP_078"	"extant"	0.205145	0.229145	1
"SP_078"	"extant"	0.239749	0.263749	1
"SP_078"	"extant"	0.270461	0.294461	1
"SP_078"	"extant"	0.293021	0.317021	1
"SP_078"	"extant"	0.3180755	0.3420755	1
"SP_078"	"extant"	0.352615	0.376615	1
"SP_078"	"extant"	0.380524	0.404524	1
"SP_078"	"extant"	0.403375	0.427375	1
"SP_078"	"extant"	0.432464	0.456464	1
"SP_078"	"extant"	0.46449	0.48849	1
"SP_078"	"extant"	0.5009545	0.5249545	1
"SP_078"	"extant"	0.5404255	0.5644255	1
"SP_078"	"extant"	0.579252	0.603252	1
"SP_078"	"extant"	0.615759	0.639759	1
"SP_078"	"extant"	0.648044	0.672044	1
"SP_078"	"extant"	0.6826685	0.7066685	1
"SP_078"	"extant"	0.7168285	0.7408285	1
"SP_078"	"extant"	0.7500125	0.7740125	1
"SP_078"	"extant"	0.77996	0.80396	1
"SP_078"	"extant"	0.806998	0.830998	1
"SP_078"	"extant"	0.8356815	0.8596815	1
"SP_078"	"extant"	0.8680535	0.8920535	1
"SP_078"	"extant"	0.9036205	0.9276205	1
"SP_078"	"extant"	0.943252	0.967252	1
"SP_078"	"extant"	0.9771525	1.0011525	1
"SP_078"	"extant"	1.010676	1.034676	1
"SP_078"	"extant"	1.0390195	1.0630195	1
"SP_078"	"extant"	1.0706875	1.0946875	1
"SP_078"	"extant"	1.1140695	1.1380695	1
"SP_078"	"extant"	1.163965	1.187965	1
"SP_078"	"extant"	1.2173015	1.2413015	1
"SP_078"	"extant"	1.2686325	1.2926325	1
"SP_078"	"extant"	1.3128695	1.3368695	1
"SP_078"	"extant"	1.3509045	1.3749045	1
"SP_078"	"extant"	1.386283	1.410283	1
"SP_078"	"extant"	1.4197425	1.4437425	1
"SP_078"	"extant"	1.452431	1.476431	1
"SP_078"	"extant"	1.484383	1.508383	1
"SP_078"	"extant"	1.5107495	1.5347495	1
"SP_078"	"extant"	1.539083	1.563083	1
"SP_078"	"extant"	1.5550415	1.5790415	1
"SP_078"	"extant"	1.569221	1.593221	1
"SP_078"	"extant"	1.5844295	1.6084295	1
"SP_078"	"extant"	1.60175	1.62575	1
"SP_078"	"extant"	1.6194255	1.6434255	1
"SP_078"	"extant"	1.639314	1.663314	1
"SP_078"	"extant"	1.659151	1.683151	1
"SP_078"	"extant"	1.6780535	1.7020535	1
"SP_078"	"extant"	1.6962795	1.7202795	1
"SP_078"	"extant"	1.7140685	1.7380685	1
"SP_078"	"extant"	1.7333755	1.7573755	1
"SP_078"	"extant"	1.751753	1.775753	1
"SP_078"	"extant"	1.768325	1.792325	1
"SP_078"	"extant"	1.78524	1.80924	1
"SP_078"	"extant"	1.804072	1.828072	1
"SP_078"	"extant"	1.8249415	1.8489415	1
"SP_078"	"extant"	1.8433835	1.8673835	1
"SP_078"	"extant"	1.86377	1.88777	1
"SP_078"	"extant"	1.8840765	1.9080765	1
"SP_078"	"extant"	1.9031695	1.9271695	1
"SP_078"	"extant"	1.922274	1.946274	1
"SP_078"	"extant"	1.9430855	1.9670855	1
"SP_078"	"extant"	1.9671425	1.9911425	1
"SP_078"	"extant"	1.9904835	2.0144835	1
"SP_078"	"extant"	2.012313	2.036313	1
"SP_078"	"extant"	2.0349755	2.0589755	1
"SP_078"	"extant"	2.071335	2.095335	1
"SP_078"	"extant"	2.1105745	2.1345745	1
"SP_078"	"extant"	2.1520255	2.1760255	1
"SP_078"	"extant"	2.2005125	2.2245125	1
"SP_078"	"extant"	2.242518	2.266518	1
"SP_078"	"extant"	2.271832	2.295832	1
"SP_078"	"extant"	2.2988715	2.3228715	1
"SP_078"	"extant"	2.326522	2.350522	1
"SP_078"	"extant"	2.3531855	2.3771855	1
"SP_078"	"extant"	2.3806705	2.4046705	1
"SP_078"	"extant"	2.4071665	2.4311665	1
"SP_078"	"extant"	2.4317275	2.4557275	1
"SP_078"	"extant"	2.457352	2.481352	1
"SP_078"	"extant"	2.4848525	2.5088525	1
"SP_078"	"extant"	2.516258	2.540258	1
"SP_078"	"extant"	2.5509085	2.5749085	1
"SP_078"	"extant"	2.5887335	2.6127335	1
"SP_078"	"extant"	2.625639	2.649639	1
"SP_078"	"extant"	2.6582265	2.6822265	1
"SP_078"	"extant"	2.691201	2.715201	1
"SP_078"	"extant"	2.7235205	2.7475205	1
"SP_078"	"extant"	2.753199	2.777199	1
"SP_078"	"extant"	2.7809375	2.8049375	1
"SP_078"	"extant"	2.8090625	2.8330625	1
"SP_078"	"extant"	2.837992	2.861992	1
"SP_078"	"extant"	2.872365	2.896365	1
"SP_078"	"extant"	2.905247	2.929247	1
"SP_078"	"extant"	2.935364	2.959364	1
"SP_078"	"extant"	2.964403	2.988403	1
"SP_078"	"extant"	2.9884145	3.0124145	1
"SP_078"	"extant"	3.0116375	3.0356375	1
"SP_078"	"extant"	3.0358535	3.0598535	1
"SP_078"	"extant"	3.0623015	3.0863015	1
"SP_078"	"extant"	3.0884175	3.1124175	1
"SP_078"	"extant"	3.1115545	3.1355545	1
"SP_078"	"extant"	3.1356275	3.1596275	1
"SP_078"	"extant"	3.160494	3.184494	1
"SP_078"	"extant"	3.190302	3.214302	1
"SP_078"	"extant"	3.2971875	3.3211875	1
"SP_078"	"extant"	3.3357375	3.3597375	1
"SP_078"	"extant"	3.376096	3.400096	1
"SP_078"	"extant"	3.419826	3.443826	1
"SP_078"	"extant"	3.4619635	3.4859635	1
"SP_078"	"extant"	3.501808	3.525808	1
"SP_078"	"extant"	3.543178	3.567178	1
"SP_078"	"extant"	3.586555	3.610555	1
"SP_078"	"extant"	3.6292535	3.6532535	1
"SP_078"	"extant"	3.6625815	3.6865815	1
"SP_078"	"extant"	3.702994	3.726994	1
"SP_078"	"extant"	3.7544275	3.7784275	1
"SP_078"	"extant"	3.8201115	3.8441115	1
"SP_078"	"extant"	3.881464	3.905464	1
"SP_078"	"extant"	3.928871	3.952871	1
"SP_078"	"extant"	3.987663	4.011663	1
"SP_078"	"extant"	4.059875	4.083875	1
"SP_078"	"extant"	4.093428	4.117428	1
"SP_078"	"extant"	4.273015	4.297015	1
"SP_078"	"extant"	4.310262	4.334262	1
"SP_078"	"extant"	4.3669185	4.3909185	1
"SP_078"	"extant"	4.42949	4.45349	1
"SP_078"	"extant"	4.5785375	4.6025375	1
"SP_078"	"extant"	4.612634	4.636634	1
"SP_078"	"extant"	4.649512	4.673512	1
"SP_078"	"extant"	4.6858485	4.7098485	1
"SP_078"	"extant"	4.7153835	4.7393835	1
"SP_078"	"extant"	4.7438765	4.7678765	1
"SP_078"	"extant"	4.774172	4.798172	1
"SP_078"	"extant"	4.802401	4.826401	1
"SP_078"	"extant"	4.829295	4.853295	1
"SP_078"	"extant"	4.860209	4.884209	1
"SP_078"	"extant"	4.9329415	4.9569415	1
"SP_078"	"extant"	4.983791	5.007791	1
"SP_078"	"extant"	5.0438365	5.0678365	1
"SP_078"	"extant"	5.3194995	5.3434995	1
"SP_078"	"extant"	5.342705	5.366705	1
"SP_078"	"extant"	5.372114	5.396114	1
"SP_078"	"extant"	5.4190225	5.4430225	1
"SP_078"	"extant"	5.4595765	5.4835765	1
"SP_078"	"extant"	5.50227	5.52627	1
"SP_078"	"extant"	5.5435185	5.5675185	1
"SP_078"	"extant"	5.5808565	5.6048565	1
"SP_078"	"extant"	5.6153415	5.6393415	1
"SP_078"	"extant"	5.6422795	5.6662795	1
"SP_078"	"extant"	5.66852	5.69252	1
"SP_078"	"extant"	5.6964265	5.7204265	1
"SP_078"	"extant"	5.7258985	5.7498985	1
"SP_078"	"extant"	5.7551055	5.7791055	1
"SP_078"	"extant"	5.784153	5.808153	1
"SP_078"	"extant"	5.810212	5.834212	1
"SP_078"	"extant"	5.837619	5.861619	1
"SP_078"	"extant"	5.872251	5.896251	1
"SP_078"	"extant"	5.902877	5.926877	1
"SP_078"	"extant"	5.93751	5.96151	1
"SP_078"	"extant"	5.977856	6.001856	1
"SP_078"	"extant"	6.012342	6.036342	1
"SP_078"	"extant"	6.0447075	6.0687075	1
"SP_078"	"extant"	6.0799405	6.1039405	1
"SP_078"	"extant"	6.110341	6.134341	1
"SP_078"	"extant"	6.1401215	6.1641215	1
"SP_078"	"extant"	6.1708375	6.1948375	1
"SP_078"	"extant"	6.2000705	6.2240705	1
"SP_078"	"extant"	6.23105	6.25505	1
"SP_078"	"extant"	6.2615595	6.2855595	1
"SP_078"	"extant"	6.295531	6.319531	1
"SP_078"	"extant"	6.3701245	6.3941245	1
"SP_078"	"extant"	6.4105215	6.4345215	1
"SP_078"	"extant"	6.451597	6.475597	1
"SP_078"	"extant"	6.491394	6.515394	1
"SP_078"	"extant"	6.524375	6.548375	1
"SP_078"	"extant"	6.5664415	6.5904415	1
"SP_078"	"extant"	6.6157385	6.6397385	1
"SP_078"	"extant"	13.22723	13.25123	1
"SP_079"	"extinct"	0.0534905	0.0774905	1
"SP_079"	"extinct"	0.7168285	0.7408285	1
"SP_079"	"extinct"	0.806998	0.830998	1
"SP_079"	"extinct"	1.0390195	1.0630195	1
"SP_079"	"extinct"	1.1140695	1.1380695	1
"SP_079"	"extinct"	1.2173015	1.2413015	1
"SP_079"	"extinct"	1.2686325	1.2926325	1
"SP_079"	"extinct"	1.3509045	1.3749045	1
"SP_079"	"extinct"	1.452431	1.476431	1
"SP_079"	"extinct"	1.484383	1.508383	1
"SP_079"	"extinct"	1.5107495	1.5347495	1
"SP_079"	"extinct"	1.539083	1.563083	1
"SP_079"	"extinct"	1.5550415	1.5790415	1
"SP_079"	"extinct"	1.569221	1.593221	1
"SP_079"	"extinct"	1.5844295	1.6084295	1
"SP_079"	"extinct"	1.60175	1.62575	1
"SP_079"	"extinct"	1.6194255	1.6434255	1
"SP_079"	"extinct"	1.639314	1.663314	1
"SP_079"	"extinct"	1.751753	1.775753	1
"SP_079"	"extinct"	1.768325	1.792325	1
"SP_079"	"extinct"	1.78524	1.80924	1
"SP_079"	"extinct"	1.804072	1.828072	1
"SP_079"	"extinct"	2.012313	2.036313	1
"SP_079"	"extinct"	2.071335	2.095335	1
"SP_079"	"extinct"	2.3531855	2.3771855	1
"SP_079"	"extinct"	2.837992	2.861992	1
"SP_079"	"extinct"	2.905247	2.929247	1
"SP_079"	"extinct"	5.7551055	5.7791055	1
"SP_079"	"extinct"	5.810212	5.834212	1
"SP_079"	"extinct"	5.837619	5.861619	1
"SP_079"	"extinct"	6.2000705	6.2240705	1
"SP_079"	"extinct"	6.662497	6.686497	1
"SP_079"	"extinct"	6.7065885	6.7305885	1
"SP_079"	"extinct"	6.748177	6.772177	1
"SP_079"	"extinct"	6.834869	6.858869	1
"SP_079"	"extinct"	6.994171	7.018171	1
"SP_079"	"extinct"	7.0478165	7.0718165	1
"SP_081"	"extinct"	10.420405	10.444405	1
"SP_081"	"extinct"	10.569325	10.593325	1
"SP_081"	"extinct"	10.606805	10.630805	1
"SP_081"	"extinct"	10.64002	10.66402	1
"SP_081"	"extinct"	10.67327	10.69727	1
"SP_081"	"extinct"	10.709445	10.733445	1
"SP_081"	"extinct"	10.751195	10.775195	1
"SP_081"	"extinct"	10.796045	10.820045	1
"SP_081"	"extinct"	10.84095	10.86495	1
"SP_081"	"extinct"	10.886965	10.910965	1
"SP_081"	"extinct"	10.934145	10.958145	1
"SP_081"	"extinct"	10.97642	11.00042	1
"SP_081"	"extinct"	11.01568	11.03968	1
"SP_081"	"extinct"	11.05342	11.07742	1
"SP_081"	"extinct"	11.09286	11.11686	1
"SP_081"	"extinct"	11.131355	11.155355	1
"SP_081"	"extinct"	11.16917	11.19317	1
"SP_081"	"extinct"	11.211205	11.235205	1
"SP_081"	"extinct"	11.25886	11.28286	1
"SP_081"	"extinct"	11.309875	11.333875	1
"SP_081"	"extinct"	11.3698	11.3938	1
"SP_081"	"extinct"	11.430195	11.454195	1
"SP_081"	"extinct"	11.4931	11.5171	1
"SP_081"	"extinct"	11.52425	11.54825	1
"SP_081"	"extinct"	11.561615	11.585615	1
"SP_081"	"extinct"	11.60125	11.62525	1
"SP_081"	"extinct"	11.63508	11.65908	1
"SP_081"	"extinct"	11.670445	11.694445	1
"SP_081"	"extinct"	11.705995	11.729995	1
"SP_081"	"extinct"	11.76762	11.79162	1
"SP_081"	"extinct"	11.831185	11.855185	1
"SP_081"	"extinct"	11.915185	11.939185	1
"SP_081"	"extinct"	11.954695	11.978695	1
"SP_081"	"extinct"	11.99254	12.01654	1
"SP_081"	"extinct"	12.03459	12.05859	1
"SP_081"	"extinct"	12.07853	12.10253	1
"SP_081"	"extinct"	12.108915	12.132915	1
"SP_081"	"extinct"	12.13366	12.15766	1
"SP_081"	"extinct"	12.158035	12.182035	1
"SP_081"	"extinct"	12.182235	12.206235	1
"SP_081"	"extinct"	12.206675	12.230675	1
"SP_081"	"extinct"	12.231405	12.255405	1
"SP_081"	"extinct"	12.61743	12.64143	1
"SP_081"	"extinct"	13.18198	13.20598	1
"SP_081"	"extinct"	13.20342	13.22742	1
"SP_081"	"extinct"	13.22723	13.25123	1
"SP_081"	"extinct"	13.6353201	13.6593201	1
"SP_082"	"extant"	13.53613	13.56013	1
"SP_085"	"extant"	6.0799405	6.1039405	1
"SP_085"	"extant"	6.110341	6.134341	1
"SP_087"	"extant"	0.003789	0.027789	1
"SP_087"	"extant"	0.0534905	0.0774905	1
"SP_087"	"extant"	5.0438365	5.0678365	1
"SP_087"	"extant"	6.5664415	6.5904415	1
"SP_087"	"extant"	13.43472	13.45872	1
"SP_089"	"extant"	5.977856	6.001856	1
"SP_089"	"extant"	6.1401215	6.1641215	1
"SP_089"	"extant"	7.171409	7.195409	1
"SP_089"	"extant"	9.4739765	9.4979765	1
"SP_089"	"extant"	13.22723	13.25123	1
"SP_089"	"extant"	13.43472	13.45872	1
"SP_090"	"extant"	3.7544275	3.7784275	1
"SP_090"	"extant"	12.86878	12.89278	1
"SP_090"	"extant"	13.43472	13.45872	1
"SP_090"	"extant"	13.452535	13.476535	1
"SP_092"	"extant"	1.751753	1.775753	1
"SP_092"	"extant"	9.4377595	9.4617595	1
"SP_092"	"extant"	9.4739765	9.4979765	1
"SP_092"	"extant"	9.69662	9.72062	1
"SP_092"	"extant"	9.910506	9.934506	1
"SP_092"	"extant"	13.091805	13.115805	1
"SP_092"	"extant"	13.43472	13.45872	1
"SP_092"	"extant"	13.470045	13.494045	1
"SP_093"	"extant"	10.23143	10.25543	1
"SP_093"	"extant"	13.452535	13.476535	1
"SP_093"	"extant"	13.58732	13.61132	1
"SP_093"	"extant"	13.61983	13.64383	1
"SP_094"	"extant"	1.659151	1.683151	1
"SP_094"	"extant"	13.091805	13.115805	1
"SP_099"	"extant"	12.298585	12.322585	1
"SP_099"	"extant"	12.39183	12.41583	1
"SP_099"	"extant"	13.58732	13.61132	1
"SP_101"	"extinct"	12.254935	12.278935	1
"SP_102"	"extinct"	13.57075	13.59475	1
"SP_104"	"extant"	6.1708375	6.1948375	1
"SP_104"	"extant"	12.90335	12.92735	1
"SP_104"	"extant"	13.091805	13.115805	1
"SP_104"	"extant"	13.470045	13.494045	1
"SP_107"	"extinct"	1.6962795	1.7202795	1
"SP_107"	"extinct"	1.922274	1.946274	1
"SP_107"	"extinct"	1.9430855	1.9670855	1
"SP_107"	"extinct"	1.9671425	1.9911425	1
"SP_107"	"extinct"	1.9904835	2.0144835	1
"SP_107"	"extinct"	2.837992	2.861992	1
"SP_107"	"extinct"	3.0623015	3.0863015	1
"SP_107"	"extinct"	3.1115545	3.1355545	1
"SP_107"	"extinct"	3.1356275	3.1596275	1
"SP_107"	"extinct"	4.612634	4.636634	1
"SP_107"	"extinct"	8.1413	8.1653	1
"SP_107"	"extinct"	8.217437	8.241437	1
"SP_107"	"extinct"	8.2895225	8.3135225	1
"SP_107"	"extinct"	8.591957	8.615957	1
"SP_107"	"extinct"	9.2745645	9.2985645	1
"SP_107"	"extinct"	9.74883	9.77283	1
"SP_107"	"extinct"	9.797072	9.821072	1
"SP_108"	"extant"	2.3531855	2.3771855	1
"SP_108"	"extant"	3.376096	3.400096	1
"SP_108"	"extant"	3.7544275	3.7784275	1
"SP_108"	"extant"	3.8201115	3.8441115	1
"SP_108"	"extant"	3.881464	3.905464	1
"SP_108"	"extant"	3.928871	3.952871	1
"SP_108"	"extant"	3.958735	3.982735	1
"SP_108"	"extant"	3.987663	4.011663	1
"SP_108"	"extant"	6.2000705	6.2240705	1
"SP_109"	"extant"	1.569221	1.593221	1
"SP_109"	"extant"	1.8433835	1.8673835	1
"SP_109"	"extant"	2.0349755	2.0589755	1
"SP_109"	"extant"	2.071335	2.095335	1
"SP_109"	"extant"	8.0432925	8.0672925	1
"SP_109"	"extant"	9.7224305	9.7464305	1
"SP_109"	"extant"	9.797072	9.821072	1
"SP_109"	"extant"	10.196565	10.220565	1
"SP_109"	"extant"	10.23143	10.25543	1
"SP_109"	"extant"	10.420405	10.444405	1
"SP_115"	"extant"	3.419826	3.443826	1
"SP_115"	"extant"	10.2655	10.2895	1
"SP_115"	"extant"	10.67327	10.69727	1
"SP_115"	"extant"	11.63508	11.65908	1
"SP_115"	"extant"	11.954695	11.978695	1
"SP_115"	"extant"	12.07853	12.10253	1
"SP_115"	"extant"	12.108915	12.132915	1
"SP_115"	"extant"	12.206675	12.230675	1
"SP_115"	"extant"	12.231405	12.255405	1
"SP_115"	"extant"	12.354165	12.378165	1
"SP_115"	"extant"	12.411075	12.435075	1
"SP_115"	"extant"	12.430985	12.454985	1
"SP_115"	"extant"	12.449385	12.473385	1
"SP_115"	"extant"	12.51619	12.54019	1
"SP_115"	"extant"	12.546925	12.570925	1
"SP_115"	"extant"	12.693795	12.717795	1
"SP_115"	"extant"	12.92601	12.95001	1
"SP_115"	"extant"	13.04981	13.07381	1
"SP_115"	"extant"	13.15912	13.18312	1
"SP_115"	"extant"	13.18198	13.20598	1
"SP_115"	"extant"	13.504455	13.528455	1
"SP_115"	"extant"	13.61983	13.64383	1
"SP_118"	"extant"	8.591957	8.615957	1
"SP_118"	"extant"	9.671412	9.695412	1
"SP_118"	"extant"	10.569325	10.593325	1
"SP_118"	"extant"	11.52425	11.54825	1
"SP_121"	"extant"	9.9802635	10.0042635	1
"SP_121"	"extant"	10.23143	10.25543	1
"SP_121"	"extant"	11.60125	11.62525	1
"SP_121"	"extant"	11.831185	11.855185	1
"SP_122"	"extant"	1.569221	1.593221	1
"SP_122"	"extant"	4.42949	4.45349	1
"SP_122"	"extant"	6.1708375	6.1948375	1
"SP_122"	"extant"	6.2000705	6.2240705	1
"SP_122"	"extant"	6.295531	6.319531	1
"SP_122"	"extant"	10.67327	10.69727	1
"SP_122"	"extant"	11.561615	11.585615	1
"SP_122"	"extant"	11.63508	11.65908	1
"SP_122"	"extant"	12.108915	12.132915	1
"SP_122"	"extant"	12.82994	12.85394	1
"SP_122"	"extant"	12.92601	12.95001	1
"SP_125"	"extinct"	12.92601	12.95001	1
"SP_125"	"extinct"	12.997065	13.021065	1
"SP_125"	"extinct"	13.22723	13.25123	1
"SP_126"	"extant"	9.910506	9.934506	1
"SP_127"	"extant"	1.8433835	1.8673835	1
"SP_127"	"extant"	3.3357375	3.3597375	1
"SP_127"	"extant"	3.376096	3.400096	1
"SP_127"	"extant"	11.211205	11.235205	1
"SP_127"	"extant"	11.670445	11.694445	1
"SP_127"	"extant"	11.76762	11.79162	1
"SP_127"	"extant"	11.831185	11.855185	1
"SP_133"	"extant"	1.8433835	1.8673835	1
"SP_133"	"extant"	2.7809375	2.8049375	1
"SP_133"	"extant"	6.2000705	6.2240705	1
"SP_133"	"extant"	8.795031	8.819031	1
"SP_133"	"extant"	9.910506	9.934506	1
"SP_133"	"extant"	10.64002	10.66402	1
"SP_133"	"extant"	11.3698	11.3938	1
"SP_133"	"extant"	11.561615	11.585615	1
"SP_133"	"extant"	12.182235	12.206235	1
"SP_133"	"extant"	12.317445	12.341445	1
"SP_133"	"extant"	12.354165	12.378165	1
"SP_133"	"extant"	12.39183	12.41583	1
"SP_133"	"extant"	13.070825	13.094825	1
"SP_133"	"extant"	13.310015	13.334015	1
"SP_133"	"extant"	13.40743	13.43143	1
"SP_133"	"extant"	13.452535	13.476535	1
"SP_133"	"extant"	13.487235	13.511235	1
"SP_133"	"extant"	13.553265	13.577265	1
"SP_133"	"extant"	13.57075	13.59475	1
"SP_133"	"extant"	13.58732	13.61132	1
"SP_134"	"extant"	0.0534905	0.0774905	1
"SP_134"	"extant"	0.615759	0.639759	1
"SP_134"	"extant"	7.690044	7.714044	1
"SP_134"	"extant"	7.897665	7.921665	1
"SP_134"	"extant"	8.4307915	8.4547915	1
"SP_134"	"extant"	13.43472	13.45872	1
"SP_134"	"extant"	13.60405	13.62805	1
"SP_140"	"extant"	0.7168285	0.7408285	1
"SP_140"	"extant"	0.9771525	1.0011525	1
"SP_140"	"extant"	1.010676	1.034676	1
"SP_140"	"extant"	3.1115545	3.1355545	1
"SP_140"	"extant"	3.190302	3.214302	1
"SP_140"	"extant"	3.376096	3.400096	1
"SP_140"	"extant"	4.0197765	4.0437765	1
"SP_140"	"extant"	4.2000705	4.2240705	1
"SP_140"	"extant"	4.42949	4.45349	1
"SP_140"	"extant"	4.860209	4.884209	1
"SP_140"	"extant"	6.2615595	6.2855595	1
"SP_140"	"extant"	6.748177	6.772177	1
"SP_140"	"extant"	6.834869	6.858869	1
"SP_140"	"extant"	7.420696	7.444696	1
"SP_140"	"extant"	8.3512035	8.3752035	1
"SP_140"	"extant"	9.3063775	9.3303775	1
"SP_140"	"extant"	9.4377595	9.4617595	1
"SP_140"	"extant"	9.4739765	9.4979765	1
"SP_140"	"extant"	9.5454975	9.5694975	1
"SP_140"	"extant"	9.671412	9.695412	1
"SP_140"	"extant"	9.74883	9.77283	1
"SP_140"	"extant"	9.774277	9.798277	1
"SP_140"	"extant"	9.797072	9.821072	1
"SP_140"	"extant"	10.12614	10.15014	1
"SP_140"	"extant"	10.196565	10.220565	1
"SP_140"	"extant"	10.23143	10.25543	1
"SP_140"	"extant"	10.2655	10.2895	1
"SP_140"	"extant"	10.37149	10.39549	1
"SP_140"	"extant"	10.606805	10.630805	1
"SP_140"	"extant"	10.67327	10.69727	1
"SP_140"	"extant"	10.84095	10.86495	1
"SP_140"	"extant"	11.01568	11.03968	1
"SP_140"	"extant"	11.211205	11.235205	1
"SP_140"	"extant"	11.25886	11.28286	1
"SP_140"	"extant"	11.3698	11.3938	1
"SP_140"	"extant"	11.430195	11.454195	1
"SP_140"	"extant"	11.915185	11.939185	1
"SP_140"	"extant"	11.954695	11.978695	1
"SP_140"	"extant"	12.07853	12.10253	1
"SP_140"	"extant"	12.182235	12.206235	1
"SP_140"	"extant"	12.317445	12.341445	1
"SP_140"	"extant"	12.354165	12.378165	1
"SP_140"	"extant"	12.430985	12.454985	1
"SP_140"	"extant"	12.51619	12.54019	1
"SP_140"	"extant"	12.64897	12.67297	1
"SP_140"	"extant"	13.070825	13.094825	1
"SP_140"	"extant"	13.43472	13.45872	1
"SP_145"	"extant"	0.352615	0.376615	1
"SP_145"	"extant"	2.4071665	2.4311665	1
"SP_145"	"extant"	4.829295	4.853295	1
"SP_145"	"extant"	7.6182035	7.6422035	1
"SP_145"	"extant"	7.654031	7.678031	1
"SP_145"	"extant"	10.12614	10.15014	1
"SP_145"	"extant"	11.309875	11.333875	1
"SP_145"	"extant"	12.158035	12.182035	1
"SP_145"	"extant"	12.182235	12.206235	1
"SP_147"	"extant"	1.659151	1.683151	1
"SP_147"	"extant"	2.1520255	2.1760255	1
"SP_147"	"extant"	3.0358535	3.0598535	1
"SP_147"	"extant"	6.0447075	6.0687075	1
"SP_147"	"extant"	6.5664415	6.5904415	1
"SP_147"	"extant"	9.085202	9.109202	1
"SP_147"	"extant"	9.774277	9.798277	1
"SP_147"	"extant"	9.8548085	9.8788085	1
"SP_147"	"extant"	10.2655	10.2895	1
"SP_147"	"extant"	10.420405	10.444405	1
"SP_147"	"extant"	11.211205	11.235205	1
"SP_147"	"extant"	11.430195	11.454195	1
"SP_147"	"extant"	11.60125	11.62525	1
"SP_147"	"extant"	11.831185	11.855185	1
"SP_147"	"extant"	11.915185	11.939185	1
"SP_147"	"extant"	12.07853	12.10253	1
"SP_147"	"extant"	12.182235	12.206235	1
"SP_147"	"extant"	12.39183	12.41583	1
"SP_147"	"extant"	12.449385	12.473385	1
"SP_147"	"extant"	12.466655	12.490655	1
"SP_147"	"extant"	12.92601	12.95001	1
"SP_147"	"extant"	13.15912	13.18312	1
"SP_148"	"extant"	11.430195	11.454195	1
"SP_150"	"extinct"	6.1708375	6.1948375	1
"SP_150"	"extinct"	12.231405	12.255405	1
"SP_156"	"extant"	1.8433835	1.8673835	1
"SP_156"	"extant"	2.271832	2.295832	1
"SP_156"	"extant"	2.2988715	2.3228715	1
"SP_156"	"extant"	2.7809375	2.8049375	1
"SP_156"	"extant"	3.376096	3.400096	1
"SP_156"	"extant"	4.059875	4.083875	1
"SP_156"	"extant"	7.5177645	7.5417645	1
"SP_157"	"extant"	2.4317275	2.4557275	1
"SP_162"	"extant"	7.732643	7.756643	1
"SP_164"	"extant"	12.158035	12.182035	1
"SP_164"	"extant"	13.04981	13.07381	1
"SP_164"	"extant"	13.070825	13.094825	1
"SP_164"	"extant"	13.091805	13.115805	1
"SP_164"	"extant"	13.11396	13.13796	1
"SP_164"	"extant"	13.13609	13.16009	1
"SP_164"	"extant"	13.15912	13.18312	1
"SP_164"	"extant"	13.18198	13.20598	1
"SP_164"	"extant"	13.22723	13.25123	1
"SP_164"	"extant"	13.38261	13.40661	1
"SP_164"	"extant"	13.40743	13.43143	1
"SP_164"	"extant"	13.43472	13.45872	1
"SP_164"	"extant"	13.452535	13.476535	1
"SP_164"	"extant"	13.470045	13.494045	1
"SP_164"	"extant"	13.487235	13.511235	1
"SP_164"	"extant"	13.504455	13.528455	1
"SP_164"	"extant"	13.52046	13.54446	1
"SP_164"	"extant"	13.53613	13.56013	1
"SP_164"	"extant"	13.57075	13.59475	1
"SP_166"	"extant"	2.457352	2.481352	1
"SP_166"	"extant"	3.2971875	3.3211875	1
"SP_166"	"extant"	3.6292535	3.6532535	1
"SP_166"	"extant"	3.6625815	3.6865815	1
"SP_166"	"extant"	3.7544275	3.7784275	1
"SP_166"	"extant"	3.8201115	3.8441115	1
"SP_166"	"extant"	4.0197765	4.0437765	1
"SP_166"	"extant"	5.4595765	5.4835765	1
"SP_166"	"extant"	5.6153415	5.6393415	1
"SP_166"	"extant"	5.837619	5.861619	1
"SP_166"	"extant"	6.662497	6.686497	1
"SP_166"	"extant"	7.549336	7.573336	1
"SP_166"	"extant"	8.875826	8.899826	1
"SP_166"	"extant"	10.04415	10.06815	1
"SP_166"	"extant"	10.569325	10.593325	1
"SP_166"	"extant"	12.158035	12.182035	1
"SP_166"	"extant"	12.48824	12.51224	1
"SP_166"	"extant"	12.546925	12.570925	1
"SP_166"	"extant"	12.61743	12.64143	1
"SP_166"	"extant"	12.82994	12.85394	1
"SP_166"	"extant"	12.92601	12.95001	1
"SP_166"	"extant"	12.972775	12.996775	1
"SP_166"	"extant"	13.024235	13.048235	1
"SP_166"	"extant"	13.091805	13.115805	1
"SP_166"	"extant"	13.11396	13.13796	1
